241.91	71.66	456.46	167.23	334.01	436.72	115.46	343.17	
238.13	75.24	453.56	168.95	332.88	439.72	113.84	348.24	
238.79	75.15	454.14	168.94	333.27	439.53	114.32	347.95	
242.71	71.66	457.21	167.33	334.23	436.29	115.91	342.41	
246.71	67.71	459.57	166.73	332.38	433.52	115.63	336.21	
249.58	66.56	461.58	167.17	332.39	432.95	116.43	333.90	
253.03	63.14	463.18	167.45	329.62	431.08	115.38	328.24	
257.72	57.01	465.51	165.46	327.38	424.95	115.06	317.61	
264.10	47.47	468.23	161.92	323.69	416.81	114.42	303.06	
262.90	49.32	466.72	164.17	321.43	419.13	112.58	305.11	
264.44	48.60	468.11	163.66	322.77	418.25	113.97	303.95	
266.61	44.93	469.88	160.80	324.22	414.63	115.49	299.31	
266.64	40.76	469.56	157.27	323.70	410.36	114.92	294.19	
264.94	41.84	468.58	157.01	324.40	410.74	114.84	295.87	
262.73	43.32	467.64	156.18	326.19	410.81	115.39	298.09	
262.90	41.06	467.98	153.47	327.49	407.21	116.16	294.71	
265.19	36.62	470.05	149.09	330.63	401.01	118.85	287.96	
265.89	34.42	470.17	147.79	330.51	398.48	118.87	284.39	
267.66	30.39	471.50	144.41	331.66	393.22	119.99	278.10	
268.44	28.90	472.23	142.89	332.42	390.80	120.74	275.47	
268.76	27.98	472.44	141.89	333.27	388.97	121.40	273.59	
267.70	28.35	472.29	140.49	335.37	388.08	122.34	274.43	
267.50	26.36	472.96	136.89	339.68	383.76	124.87	271.60	
261.89	31.52	470.69	136.47	344.83	386.90	126.43	280.69	
261.51	32.68	472.26	133.89	351.99	384.43	131.01	281.85	
260.14	28.83	472.22	126.92	357.56	376.00	134.20	276.41	
260.42	27.19	472.43	125.11	357.99	373.00	134.63	273.32	
260.34	26.72	472.87	123.27	360.95	369.94	136.56	271.61	
258.25	27.47	471.78	122.04	362.78	368.50	137.01	272.21	
255.83	30.00	471.04	120.86	367.05	367.53	139.15	275.06	
253.98	31.67	470.26	119.63	370.19	365.81	140.76	276.33	
252.74	33.16	470.00	118.31	373.72	363.39	142.90	276.74	
249.70	38.36	468.77	118.64	378.48	364.31	145.63	282.89	
247.40	40.50	467.67	117.19	381.92	362.09	147.47	284.43	
244.94	40.78	466.32	113.66	385.44	356.06	149.18	282.35	
240.16	43.68	462.95	112.72	386.60	355.32	148.76	285.78	
237.61	45.41	461.36	111.15	389.21	352.57	149.97	286.47	
237.59	45.87	461.66	109.72	392.29	348.27	152.23	284.08	
237.35	47.80	461.99	109.23	395.82	346.06	154.84	284.46	
235.65	49.51	460.85	108.31	397.63	343.36	155.75	284.49	
235.40	48.81	460.80	106.36	398.91	339.35	156.51	281.72	
234.16	49.00	459.77	106.04	397.79	339.39	155.21	282.20	
234.44	50.03	460.07	107.10	398.12	340.55	155.58	283.44	
232.32	40.80	457.86	97.37	395.96	326.92	152.97	270.09	
232.43	44.46	457.94	101.39	395.49	331.97	152.69	274.81	
232.10	43.48	457.58	100.47	394.92	330.87	152.14	273.57	
231.91	43.32	457.30	100.93	393.60	331.75	150.95	273.81	
229.99	44.92	455.73	102.02	392.07	335.32	149.49	277.99	
229.55	50.73	455.67	107.98	391.79	346.40	149.48	289.23	
229.31	53.32	455.58	111.57	390.16	355.19	148.54	297.23	
227.96	55.83	454.90	113.75	388.86	363.25	147.56	305.86	
227.24	56.61	454.56	114.41	388.13	366.83	147.01	309.64	
224.99	57.28	452.56	114.94	385.95	369.32	144.89	312.39	
224.55	61.17	452.41	118.63	385.86	376.14	145.01	319.64	
223.61	62.40	451.80	119.36	385.45	379.39	144.80	323.54	
222.41	62.60	450.98	118.82	385.12	380.50	144.43	325.60	
221.06	62.82	449.92	118.27	384.88	381.74	144.15	327.81	
214.91	71.08	445.40	123.07	383.22	393.72	142.26	343.83	
212.40	75.11	443.40	125.88	382.18	399.36	141.29	350.94	
211.45	77.51	442.82	127.42	382.23	402.04	141.33	354.47	
209.95	78.23	441.58	127.25	381.79	403.38	140.94	356.94	
207.98	80.46	440.03	128.51	380.87	407.00	140.17	361.73	
203.31	85.20	436.45	128.96	382.32	410.36	141.12	369.83	
198.35	89.31	432.12	129.96	381.77	412.55	140.18	375.47	
192.36	93.37	427.64	126.35	385.14	409.95	142.41	380.67	
184.24	94.43	420.75	119.20	387.92	404.99	144.51	384.36	
182.70	96.23	419.38	119.45	388.22	406.45	144.98	387.34	
181.81	99.93	418.78	121.45	389.16	409.92	146.16	392.49	
179.35	103.46	416.39	124.23	387.61	413.64	144.82	397.09	
179.47	107.68	416.74	127.63	388.54	417.46	145.79	401.71	
175.56	111.19	413.31	126.85	390.23	418.04	147.40	406.80	
170.30	114.37	408.55	123.64	393.39	415.57	150.60	411.13	
171.92	112.33	409.89	123.49	392.51	414.99	149.69	408.28	
171.93	113.87	409.70	123.22	395.92	414.36	153.24	410.06	
164.45	114.12	402.01	106.26	411.83	397.36	170.38	411.91	
162.23	112.99	399.50	98.11	418.38	388.59	177.52	410.57	
158.14	112.27	394.06	83.74	430.76	371.83	191.92	408.44	
158.09	113.40	393.18	79.78	436.35	367.53	198.61	409.11	
162.41	114.33	397.53	80.72	440.95	368.49	203.22	410.20	
168.66	113.45	403.65	79.24	448.02	366.90	210.48	409.15	
170.94	111.98	405.87	77.92	450.26	365.41	212.73	407.58	
177.37	113.75	412.07	79.43	457.67	366.91	220.44	409.54	
186.56	113.80	421.09	79.37	467.11	367.14	230.14	409.90	
191.51	113.42	426.03	79.57	471.48	367.46	234.65	409.55	
204.60	108.84	438.83	76.24	484.45	363.46	247.72	404.71	
206.93	106.06	440.99	73.60	486.53	360.42	249.84	401.71	
204.28	107.06	438.33	74.32	483.89	361.37	247.26	402.79	
211.13	108.18	445.22	75.39	491.41	362.55	254.94	404.10	
221.91	105.41	455.88	73.05	502.91	359.64	266.36	401.81	
235.10	107.82	468.96	76.23	527.73	387.80	279.58	405.08	
254.34	106.77	487.79	77.06	546.36	386.70	297.97	404.53	
252.97	107.22	486.79	78.04	543.55	388.14	294.66	404.98	
250.15	107.38	483.90	78.29	540.95	389.01	292.34	405.09	
258.27	104.77	491.92	77.01	549.08	386.84	299.61	402.65	
268.43	103.62	502.11	77.41	559.19	389.06	308.11	401.97	
270.82	105.21	504.64	78.56	561.18	389.49	310.45	403.66	
257.98	104.73	492.10	78.45	547.64	389.25	296.24	402.82	
247.96	102.40	482.28	76.41	537.10	388.12	285.64	400.11	
234.83	100.89	469.50	76.27	521.87	388.08	269.99	398.59	
222.68	95.25	457.46	74.33	503.41	386.97	251.88	392.88	
216.06	87.75	451.22	72.82	485.79	387.35	234.99	385.41	
207.37	87.35	442.47	71.78	474.72	387.08	224.58	384.11	
212.60	80.08	447.97	64.53	480.34	380.27	230.24	377.57	
214.97	70.67	451.03	57.36	480.63	374.18	229.98	369.17	
213.39	63.70	450.24	49.74	478.73	368.22	227.60	362.63	
214.56	39.48	452.11	28.18	478.43	346.46	226.07	337.92	
220.58	30.72	458.24	21.71	482.02	340.92	229.58	330.08	
216.31	15.11	455.62	 6.82	477.72	328.82	223.40	315.91	
214.11	 9.03	454.04	 0.24	475.20	323.45	220.44	310.06	
215.64	 5.74	455.14	-1.79	476.32	320.84	221.90	307.07	
218.54	 6.81	457.69	-0.41	479.09	321.98	225.05	308.39	
223.33	23.95	461.91	15.30	485.48	337.01	232.31	325.81	
222.98	34.92	461.02	25.34	486.14	346.16	233.58	336.66	
221.91	46.35	459.80	34.85	486.91	355.40	234.72	347.94	
223.25	55.24	460.90	43.52	488.11	363.90	236.30	356.88	
223.37	63.02	460.84	50.89	488.52	371.04	237.07	364.66	
225.81	66.44	463.04	53.74	491.52	373.62	240.24	368.05	
226.29	76.24	463.44	62.41	492.54	382.42	241.67	377.91	
226.68	83.61	463.81	69.29	493.79	389.19	242.98	385.63	
227.98	91.96	465.09	77.32	495.70	397.27	244.98	394.56	
228.07	104.22	464.98	86.83	499.98	406.08	249.33	407.03	
229.09	102.70	465.32	87.62	500.42	405.53	250.09	405.76	
239.79	95.90	474.13	87.71	506.51	395.52	257.05	400.83	
255.88	91.47	486.25	90.09	526.71	389.86	270.62	397.94	
273.26	88.08	499.30	92.14	564.11	352.03	286.01	395.92	
282.90	87.52	506.87	93.61	574.67	349.12	294.09	396.26	
284.54	88.21	508.41	93.92	576.22	349.42	296.18	396.86	
281.88	88.06	506.34	93.26	574.34	348.95	293.61	396.33	
265.36	88.65	494.26	90.20	560.41	348.00	276.94	395.94	
255.06	91.85	486.51	89.91	552.81	347.77	268.06	398.31	
245.93	95.04	479.42	90.33	545.32	347.99	259.50	400.70	
240.44	97.25	475.06	91.08	540.62	348.29	253.91	402.33	
236.91	99.28	472.52	91.38	556.54	349.03	250.75	403.95	
232.46	102.54	469.26	92.79	552.33	351.46	245.73	406.64	
227.84	103.90	465.65	92.45	547.64	352.33	240.44	407.32	
222.75	108.80	461.26	94.83	542.92	355.96	235.54	411.57	
219.50	110.31	457.95	95.32	539.25	355.85	232.12	412.23	
211.69	111.93	449.82	95.58	530.15	357.55	223.71	412.96	
205.97	114.55	443.38	96.65	523.00	359.09	217.84	414.44	
198.76	117.64	435.02	98.04	513.84	360.50	210.75	416.30	
193.28	117.21	428.35	95.53	507.70	357.75	205.91	415.02	
184.33	121.60	415.97	95.00	496.63	356.37	199.15	417.61	
177.65	127.70	405.79	98.19	487.08	358.23	193.62	421.80	
172.53	130.66	397.60	99.77	478.46	358.76	188.49	423.39	
168.19	131.21	391.19	100.18	470.91	358.77	183.20	423.08	
166.85	132.39	389.43	101.14	469.37	359.47	182.15	424.08	
